State,City,Credit Balance,Checking Account Number,Zip,First Name,Credit Limit,Last Name,Savings Balance,Phone Number,ID,PIN,Savings Account Number,Date of Birth,Credit Account Number,Credit Score,Address,Checking Balance
TX,El Paso,40.87,1000521,79999,Noah,500,Horne,21351.82,(915) 123-4567,521,4520,2000521,2/27/38,3000521,571,101 Random Rd.,2448.39
TX,El Paso,4.04,1000300,79999,Theresa,400,Macias,1014.33,(915) 123-4567,300,8725,2000300,1/3/79,3000300,442,101 Random Rd.,2271.46
TX,El Paso,1260.08,1001037,79999,Amanda,4500,Baker,15057.78,(915) 123-4567,1037,6966,2001037,2/18/53,3001037,586,101 Random Rd.,2104.15
TX,El Paso,322.85,1000646,79999,Rose,1400,Burgess,6796.21,(915) 123-4567,646,5938,2000646,12/5/41,3000646,650,101 Random Rd.,2398.87
TX,El Paso,56.24,1000981,79999,Sara,200,West,1241.98,(915) 123-4567,981,8951,2000981,12/23/36,3000981,372,101 Random Rd.,1620.24
TX,El Paso,27.72,1000548,79999,Kathleen,100,Hines,21336.5,(915) 123-4567,548,9922,2000548,6/22/98,3000548,391,101 Random Rd.,2077.69
TX,El Paso,0.49,1000437,79999,Patrick,600,Larsen,4460.96,(915) 123-4567,437,4300,2000437,11/28/32,3000437,459,101 Random Rd.,2355.57
TX,El Paso,247.32,1000726,79999,Nathan,1900,Thompson,8778.5,(915) 123-4567,726,4974,2000726,3/28/72,3000726,594,101 Random Rd.,1786.78
TX,El Paso,6188.36,1000299,79999,Ryan,23800,Mcconnell,23180.99,(915) 123-4567,299,3416,2000299,7/21/74,3000299,847,101 Random Rd.,2153.26
TX,El Paso,96.11,1000174,79999,Samuel,3200,Harrington,21449.74,(915) 123-4567,174,5256,2000174,11/20/69,3000174,635,101 Random Rd.,1500.01
TX,El Paso,9.89,1000973,79999,John,300,Hansen,11628.36,(915) 123-4567,973,4258,2000973,9/23/58,3000973,482,101 Random Rd.,1819.24
TX,El Paso,25.59,1000444,79999,Brandon,100,Smith,24813.19,(915) 123-4567,444,5504,2000444,10/7/45,3000444,502,101 Random Rd.,1805.32
TX,El Paso,2296.53,1000209,79999,Jeffrey,16400,Delgado,2409.68,(915) 123-4567,209,9145,2000209,12/26/71,3000209,810,101 Random Rd.,2173.76
TX,El Paso,55.77,1000942,79999,Paul,500,Herman,12750.14,(915) 123-4567,942,2921,2000942,10/28/71,3000942,495,101 Random Rd.,1697.53
TX,El Paso,1071.8,1000993,79999,Robert,5100,Kennedy,5301.52,(915) 123-4567,993,3646,2000993,3/3/59,3000993,714,101 Random Rd.,1594.13
TX,El Paso,30.89,1000478,79999,Wesley,500,Lambert,16828.79,(915) 123-4567,478,6917,2000478,2/2/67,3000478,576,101 Random Rd.,1642.34
TX,El Paso,4550.46,1000554,79999,Martha,17500,Perry,17383.64,(915) 123-4567,554,7139,2000554,8/18/09,3000554,801,101 Random Rd.,1864.54
TX,El Paso,27.95,1000187,79999,Keith,100,Ortiz,19317.48,(915) 123-4567,187,9288,2000187,3/5/91,3000187,373,101 Random Rd.,1926.24
TX,El Paso,60.85,1000999,79999,Lori,200,Livingston,1826.58,(915) 123-4567,999,5338,2000999,9/5/04,3000999,501,101 Random Rd.,1817.22
TX,El Paso,60.6,1000543,79999,Angela,600,Walker,18917.42,(915) 123-4567,543,9427,2000543,12/19/14,3000543,311,101 Random Rd.,1643.02
TX,El Paso,360.39,1000393,79999,Tanya,4000,Kent,17385.46,(915) 123-4567,393,4338,2000393,4/17/32,3000393,633,101 Random Rd.,1740.87
TX,El Paso,126.45,1000412,79999,Zachary,900,Tran,20095.75,(915) 123-4567,412,4277,2000412,6/7/28,3000412,649,101 Random Rd.,2358.4
TX,El Paso,20.99,1000983,79999,Monica,200,Sullivan,22486.63,(915) 123-4567,983,4989,2000983,5/27/03,3000983,390,101 Random Rd.,1934.56
TX,El Paso,2160.39,1000142,79999,Edward,14400,Hernandez,13848.13,(915) 123-4567,142,7451,2000142,2/7/79,3000142,793,101 Random Rd.,2434.97
TX,El Paso,639.49,1000225,79999,Ariana,7100,Lara,3870.48,(915) 123-4567,225,1219,2000225,9/12/91,3000225,718,101 Random Rd.,1577.82
TX,El Paso,6148.13,1000888,79999,Jorge,21200,Huerta,17361.9,(915) 123-4567,888,3721,2000888,12/18/95,3000888,805,101 Random Rd.,2378.06
TX,El Paso,90.5,1000157,79999,Melanie,300,Kirk,8781.06,(915) 123-4567,157,8540,2000157,6/21/57,3000157,440,101 Random Rd.,2113.87
CA,Anaheim,16.56,1000004,92802,Goofy,200,Disney,12371.45,(714) 781-4636,4,9806,2000004,12/14/70,3000004,394,1313 Disneyland Dr.,1989.37
TX,El Paso,6396.17,1000639,79999,Christopher,24600,Fields,18177.96,(915) 123-4567,639,2664,2000639,10/31/55,3000639,818,101 Random Rd.,2378.23
TX,El Paso,64.81,1000807,79999,Tanya,6400,Johnson,19395.46,(915) 123-4567,807,7555,2000807,8/4/83,3000807,676,101 Random Rd.,1515.74
TX,El Paso,1582.39,1000652,79999,James,22600,Anderson,2779.68,(915) 123-4567,652,7396,2000652,4/19/90,3000652,831,101 Random Rd.,1923.76
TX,El Paso,1679.43,1000183,79999,Emily,7300,Richardson,10661.16,(915) 123-4567,183,8958,2000183,7/20/67,3000183,696,101 Random Rd.,1992.73
TX,El Paso,60.15,1000488,79999,Amber,300,Sellers,8749.52,(915) 123-4567,488,3636,2000488,10/23/76,3000488,361,101 Random Rd.,2452.68
TX,El Paso,1177.96,1000541,79999,Amy,10700,Chase,9684.29,(915) 123-4567,541,5863,2000541,2/5/76,3000541,788,101 Random Rd.,2470.79
TX,El Paso,663.42,1000842,79999,Kevin,5100,Tran,12095.88,(915) 123-4567,842,3145,2000842,6/30/04,3000842,702,101 Random Rd.,2041.69
TX,El Paso,15.8,1000083,79968,Javier,300,Venegas,7062.72,(915) 747-5000,83,9429,2000083,3/15/93,3000083,412,500 W. University Ave.,1851.12
TX,El Paso,504.64,1000970,79999,Tammy,6300,Waters,15740.16,(915) 123-4567,970,6386,2000970,5/3/08,3000970,685,101 Random Rd.,1955.84
TX,El Paso,28.9,1000754,79999,Jeffrey,200,Rodriguez,19609.73,(915) 123-4567,754,6702,2000754,9/21/31,3000754,375,101 Random Rd.,1893.6
TX,El Paso,30.96,1000947,79999,Ronald,600,Martinez,3458.77,(915) 123-4567,947,2530,2000947,1/17/81,3000947,529,101 Random Rd.,1671.06
CA,Anaheim,28.15,1000031,92802,Prince,400,Eric,13242.57,(714) 781-4636,31,7772,2000031,10/8/32,3000031,473,1313 Disneyland Dr.,2370.8
TX,El Paso,130.98,1000759,79999,Tiffany,2600,Jones,12202.29,(915) 123-4567,759,6906,2000759,7/31/79,3000759,584,101 Random Rd.,1680.06
TX,El Paso,9.93,1000109,79999,Crystal,300,Hudson,7850.59,(915) 123-4567,109,3436,2000109,4/5/92,3000109,497,101 Random Rd.,2053.76
TX,El Paso,1840.82,1000946,79999,Ashley,23000,Frye,10110.12,(915) 123-4567,946,6457,2000946,2/14/09,3000946,813,101 Random Rd.,1906.48
TX,El Paso,288.58,1000421,79999,Doris,14400,Moore,10840.56,(915) 123-4567,421,3431,2000421,6/11/83,3000421,791,101 Random Rd.,1921.32
TX,El Paso,5256.71,1000656,79999,Stephanie,21900,Kirby,21916.23,(915) 123-4567,656,7358,2000656,9/10/34,3000656,817,101 Random Rd.,2410.4
TX,El Paso,1344.31,1000073,79968,Daniel,5600,Pedroza,1823.12,(915) 747-5000,73,9926,2000073,3/8/05,3000073,737,500 W. University Ave.,1607.13
TX,El Paso,0.29,1000573,79999,Chad,5800,Clark,3722.96,(915) 123-4567,573,5281,2000573,4/1/34,3000573,692,101 Random Rd.,2095.64
TX,El Paso,645.19,1000485,79999,Kevin,4300,Gould,3967.37,(915) 123-4567,485,5123,2000485,7/7/37,3000485,635,101 Random Rd.,2015.8
TX,El Paso,667.89,1000164,79999,Justin,2300,Wilson,12551.54,(915) 123-4567,164,3278,2000164,2/4/42,3000164,631,101 Random Rd.,1640.49
TX,El Paso,64.48,1000384,79999,Alicia,6400,Jenkins,21899.87,(915) 123-4567,384,7260,2000384,2/29/36,3000384,705,101 Random Rd.,2325.01
TX,El Paso,1248.94,1000982,79999,Jennifer,4800,Preston,20704.37,(915) 123-4567,982,9256,2000982,1/2/87,3000982,592,101 Random Rd.,1744.88
TX,El Paso,880.01,1000750,79999,Nicole,4400,Hart,5076.6,(915) 123-4567,750,8380,2000750,1/16/98,3000750,619,101 Random Rd.,1586.35
TX,El Paso,2782.58,1000071,79968,Edmundo,10700,Pariente,10159.3,(915) 747-5000,71,7760,2000071,3/22/13,3000071,740,500 W. University Ave.,1532.82
TX,El Paso,146.6,1000470,79999,Alyssa,14600,Reese,16703.2,(915) 123-4567,470,2145,2000470,6/21/50,3000470,793,101 Random Rd.,2231.17
TX,El Paso,20.42,1000093,79999,Dana,400,Williams,10403.25,(915) 123-4567,93,4802,2000093,7/14/82,3000093,316,101 Random Rd.,2401.84
TX,El Paso,2622.91,1000407,79999,David,13800,Soto,16391.22,(915) 123-4567,407,3528,2000407,8/13/43,3000407,761,101 Random Rd.,1517.9
TX,El Paso,18.46,1000459,79999,Jason,600,Skinner,20242.17,(915) 123-4567,459,2513,2000459,12/11/86,3000459,355,101 Random Rd.,1956.75
TX,El Paso,21.1,1000696,79999,Jeffrey,300,Best,4979.51,(915) 123-4567,696,4983,2000696,6/5/08,3000696,469,101 Random Rd.,2327.94
TX,El Paso,2899.29,1000480,79999,Michelle,22300,Wood,4789.67,(915) 123-4567,480,5470,2000480,3/13/73,3000480,829,101 Random Rd.,2399.47
TX,El Paso,70.48,1000730,79999,John,500,Jones,4544.72,(915) 123-4567,730,9669,2000730,4/27/61,3000730,319,101 Random Rd.,1708.4
TX,El Paso,222.4,1000261,79999,Leroy,7400,Walters,13435.37,(915) 123-4567,261,2262,2000261,9/11/55,3000261,703,101 Random Rd.,2397.32
TX,El Paso,20.28,1000536,79999,Darlene,100,Russell,12170.98,(915) 123-4567,536,7336,2000536,5/17/62,3000536,500,101 Random Rd.,2212.35
TX,El Paso,3971.16,1000829,79999,Mark,20900,Thompson,8147.04,(915) 123-4567,829,3246,2000829,1/25/60,3000829,813,101 Random Rd.,2083.66
TX,El Paso,627.37,1000525,79999,Robin,5700,Watson,14514.06,(915) 123-4567,525,1395,2000525,10/5/05,3000525,674,101 Random Rd.,2430.41
TX,El Paso,140.51,1000940,79999,Ana,500,Andrade,20358.87,(915) 123-4567,940,3215,2000940,11/15/11,3000940,377,101 Random Rd.,2437.27
TX,El Paso,6.23,1000080,79968,Dario,100,Vazquez,10201.07,(915) 747-5000,80,3720,2000080,7/19/54,3000080,351,500 W. University Ave.,2108.75
TX,El Paso,4.7,1000467,79999,Wendy,100,Stanton,24889.97,(915) 123-4567,467,4874,2000467,3/23/81,3000467,371,101 Random Rd.,2406.52
TX,El Paso,156.49,1000849,79999,Alison,600,Hicks,4632.92,(915) 123-4567,849,5305,2000849,12/25/54,3000849,320,101 Random Rd.,1928.86
TX,El Paso,88.71,1000706,79999,Thomas,1100,Sanders,17881.95,(915) 123-4567,706,8656,2000706,9/30/91,3000706,662,101 Random Rd.,1895.38
TX,El Paso,688.05,1000389,79999,Anthony,8600,Hardin,12827.12,(915) 123-4567,389,5910,2000389,3/3/57,3000389,788,101 Random Rd.,2495.18
TX,El Paso,72.21,1000538,79999,Lisa,600,Robinson,12552.14,(915) 123-4567,538,6550,2000538,12/16/83,3000538,504,101 Random Rd.,1503.13
TX,El Paso,174.46,1000951,79999,Mitchell,5800,Gross,11194.73,(915) 123-4567,951,8602,2000951,7/25/07,3000951,739,101 Random Rd.,1710.36
TX,El Paso,84.92,1000303,79999,Gloria,400,Page,19719.64,(915) 123-4567,303,7857,2000303,1/25/21,3000303,376,101 Random Rd.,1850.55
TX,El Paso,1500.37,1000323,79999,Michelle,6000,Ortiz,14234,(915) 123-4567,323,9527,2000323,3/22/59,3000323,701,101 Random Rd.,1969.81
TX,El Paso,675.97,1000714,79999,Jermaine,4500,Dean,15225.86,(915) 123-4567,714,7903,2000714,10/30/54,3000714,664,101 Random Rd.,2404.8
TX,El Paso,1406.28,1000675,79999,William,7400,Ortiz,9384.52,(915) 123-4567,675,3531,2000675,4/21/68,3000675,675,101 Random Rd.,2167.72
TX,El Paso,72.49,1000918,79999,Steven,400,Miller,21546.95,(915) 123-4567,918,6504,2000918,7/6/29,3000918,477,101 Random Rd.,2219.72
TX,El Paso,1989.42,1000798,79999,Stephanie,11700,Obrien,10709.52,(915) 123-4567,798,5139,2000798,1/3/82,3000798,789,101 Random Rd.,1959.93
TX,El Paso,54.3,1000908,79999,Victoria,300,Ellis,23205.49,(915) 123-4567,908,9192,2000908,6/22/98,3000908,367,101 Random Rd.,2164.11
TX,El Paso,1360.3,1000199,79999,James,17000,Nolan,8392.09,(915) 123-4567,199,1422,2000199,8/3/36,3000199,845,101 Random Rd.,2090.48
TX,El Paso,1008.84,1000417,79999,Adam,6300,Bass,19258.26,(915) 123-4567,417,2695,2000417,2/2/45,3000417,725,101 Random Rd.,1780.82
TX,El Paso,17.17,1000369,79999,Natasha,100,Wheeler,21069.08,(915) 123-4567,369,9189,2000369,3/21/82,3000369,558,101 Random Rd.,1856.06
TX,El Paso,145.79,1000676,79999,Jason,500,Clark,14365.25,(915) 123-4567,676,8384,2000676,12/7/07,3000676,331,101 Random Rd.,1892.55
TX,El Paso,2684.86,1000690,79999,Christine,24400,Ellis,21259.92,(915) 123-4567,690,3553,2000690,7/23/68,3000690,814,101 Random Rd.,1831.17
TX,El Paso,56.91,1000818,79999,Maria,5600,Young,5719.99,(915) 123-4567,818,6496,2000818,3/23/51,3000818,686,101 Random Rd.,2281.62
CA,Anaheim,1573.63,1000026,92802,Shere,12100,Khan,7778.22,(714) 781-4636,26,5881,2000026,3/16/51,3000026,782,1313 Disneyland Dr.,1543.56
TX,El Paso,1770.64,1001025,79999,Timothy,17700,Wagner,14880.64,(915) 123-4567,1025,3439,2001025,2/25/77,3001025,809,101 Random Rd.,2047.27
TX,El Paso,78.5,1000274,79999,Robert,600,Davis,23209.95,(915) 123-4567,274,8827,2000274,5/4/46,3000274,428,101 Random Rd.,2187.2
TX,El Paso,925.61,1000624,79999,Anthony,3700,Carson,24300.01,(915) 123-4567,624,5131,2000624,8/20/53,3000624,619,101 Random Rd.,1957.08
TX,El Paso,171.12,1000804,79999,Michelle,900,Maynard,12558.68,(915) 123-4567,804,6131,2000804,7/1/54,3000804,628,101 Random Rd.,2000.11
TX,El Paso,10.33,1000903,79999,Jennifer,100,Huang,16977.27,(915) 123-4567,903,7306,2000903,4/26/28,3000903,438,101 Random Rd.,2211.19
TX,El Paso,60.5,1000140,79999,Gail,200,Parker,610.48,(915) 123-4567,140,1181,2000140,3/2/97,3000140,509,101 Random Rd.,2162.71
TX,El Paso,90.04,1000195,79999,Kim,300,Buckley,21749.77,(915) 123-4567,195,5891,2000195,4/26/66,3000195,485,101 Random Rd.,1930.38
TX,El Paso,700.63,1000270,79999,Susan,7000,Allen,17725.75,(915) 123-4567,270,4138,2000270,6/6/59,3000270,725,101 Random Rd.,2495.94
TX,El Paso,84.01,1000159,79999,Jason,400,Burke,18832.8,(915) 123-4567,159,2169,2000159,12/30/65,3000159,550,101 Random Rd.,2368.62
TX,El Paso,4680.49,1000318,79999,Jade,18000,Crawford,11879.53,(915) 123-4567,318,2737,2000318,12/15/35,3000318,806,101 Random Rd.,1960.07
TX,El Paso,3624.67,1000802,79999,George,15100,Proctor,1227.9,(915) 123-4567,802,1621,2000802,8/24/48,3000802,747,101 Random Rd.,1891.67
TX,El Paso,2700.85,1000091,79999,Brad,13500,Patel,7649.65,(915) 123-4567,91,9339,2000091,3/20/04,3000091,763,101 Random Rd.,1615.69
TX,El Paso,45.5,1000820,79999,Felicia,500,Carlson,5888.46,(915) 123-4567,820,9222,2000820,7/22/08,3000820,458,101 Random Rd.,2487.21
TX,El Paso,630.09,1000250,79999,Darin,10500,Porter,16343.59,(915) 123-4567,250,6189,2000250,9/28/13,3000250,771,101 Random Rd.,2115.9
TX,El Paso,1323.64,1000365,79999,Edward,6300,Johnson,4569.84,(915) 123-4567,365,5915,2000365,12/3/02,3000365,703,101 Random Rd.,2299.9
TX,El Paso,672.19,1000881,79999,Tyrone,4800,Alvarado,10049.16,(915) 123-4567,881,6494,2000881,11/6/08,3000881,605,101 Random Rd.,2393.88
TX,El Paso,4.87,1000892,79999,Matthew,200,Mason,18809.23,(915) 123-4567,892,2698,2000892,9/7/17,3000892,540,101 Random Rd.,1884.19
TX,El Paso,840.43,1000787,79999,Kathy,4000,Smith,14506.9,(915) 123-4567,787,3563,2000787,7/8/46,3000787,583,101 Random Rd.,1741.32
TX,El Paso,26.66,1000941,79999,Sharon,100,Castillo,5238.1,(915) 123-4567,941,8407,2000941,11/16/18,3000941,530,101 Random Rd.,1738.27
TX,El Paso,27.08,1000208,79999,Shirley,300,Foster,5473.11,(915) 123-4567,208,2479,2000208,10/8/09,3000208,341,101 Random Rd.,1526.89
TX,El Paso,108.63,1000901,79999,Penny,600,Mcdaniel,17712.65,(915) 123-4567,901,6191,2000901,3/22/53,3000901,559,101 Random Rd.,2256.34
TX,El Paso,180.15,1000179,79999,Richard,600,Brown,20805.7,(915) 123-4567,179,3793,2000179,6/18/21,3000179,483,101 Random Rd.,2367.22
TX,El Paso,115.76,1000402,79999,Ashley,500,Wilcox,22259.73,(915) 123-4567,402,1994,2000402,1/31/32,3000402,544,101 Random Rd.,2070.15
CA,Anaheim,110.47,1000022,92802,Cruella,500,DeVil,7273.98,(714) 781-4636,22,1361,2000022,11/26/90,3000022,379,1313 Disneyland Dr.,1913.98
TX,El Paso,392.08,1000839,79999,Sandra,5600,Newton,24742.46,(915) 123-4567,839,8994,2000839,4/16/98,3000839,718,101 Random Rd.,2380.12
TX,El Paso,25.43,1000333,79999,Kevin,100,Scott,20760.69,(915) 123-4567,333,1461,2000333,9/17/73,3000333,496,101 Random Rd.,2468.77
CA,Anaheim,459.77,1000003,92802,Minnie,5100,Mouse,13045.73,(714) 781-4636,3,5506,2000003,11/4/96,3000003,738,1313 Disneyland Dr.,2098.21
TX,El Paso,462.06,1000669,79999,Nicholas,2200,Jackson,16232.69,(915) 123-4567,669,1856,2000669,2/23/28,3000669,657,101 Random Rd.,2274.95
TX,El Paso,120.34,1000368,79999,Carrie,2000,Bennett,11423.45,(915) 123-4567,368,5731,2000368,4/9/90,3000368,609,101 Random Rd.,1668.81
TX,El Paso,252.64,1000460,79999,Anthony,2800,Dalton,19151.03,(915) 123-4567,460,9400,2000460,5/12/71,3000460,626,101 Random Rd.,1607.41
TX,El Paso,35.15,1000186,79999,Jeremy,500,Alvarez,8355.14,(915) 123-4567,186,1345,2000186,4/15/88,3000186,322,101 Random Rd.,1637.25
TX,El Paso,1533.64,1000852,79999,Michael,7300,Clarke,8734.4,(915) 123-4567,852,2725,2000852,10/30/35,3000852,720,101 Random Rd.,2058.61
TX,El Paso,85.04,1000344,79999,Patricia,500,Glenn,963.98,(915) 123-4567,344,2717,2000344,6/14/73,3000344,392,101 Random Rd.,1909.79
TX,El Paso,25.42,1000883,79999,Mark,100,Washington,3539.22,(915) 123-4567,883,8114,2000883,5/24/74,3000883,381,101 Random Rd.,2340.38
TX,El Paso,3570.38,1000590,79999,Michelle,21000,Ramirez,3613.7,(915) 123-4567,590,1914,2000590,9/29/29,3000590,809,101 Random Rd.,1919.95
TX,El Paso,825.03,1000931,79999,David,16500,Hayes,2016.3,(915) 123-4567,931,6142,2000931,7/9/06,3000931,802,101 Random Rd.,2283.79
TX,El Paso,80.51,1000885,79999,Kelly,500,Herring,22691.34,(915) 123-4567,885,3799,2000885,11/15/08,3000885,322,101 Random Rd.,2490.41
TX,El Paso,3850.58,1000322,79999,Lindsay,15400,Webster,3241.38,(915) 123-4567,322,1216,2000322,3/15/37,3000322,777,101 Random Rd.,2449.53
TX,El Paso,195.37,1000320,79999,Francisco,1500,Moore,12484.07,(915) 123-4567,320,8229,2000320,4/21/76,3000320,594,101 Random Rd.,2018.36
TX,El Paso,490.68,1000570,79999,Chris,3500,Jones,9823.55,(915) 123-4567,570,1304,2000570,6/2/91,3000570,634,101 Random Rd.,2279.27
TX,El Paso,8.72,1000498,79999,Jessica,100,Frye,3214.55,(915) 123-4567,498,6836,2000498,10/29/58,3000498,351,101 Random Rd.,2225.8
TX,El Paso,44.37,1000306,79999,Elizabeth,400,Kim,15703.94,(915) 123-4567,306,5806,2000306,9/9/00,3000306,370,101 Random Rd.,2380.96
TX,El Paso,2987.96,1001032,79999,Angela,10300,English,12503.81,(915) 123-4567,1032,9425,2001032,1/10/53,3001032,741,101 Random Rd.,1706.16
TX,El Paso,12.53,1000166,79999,Julie,600,Alexander,8750.17,(915) 123-4567,166,5649,2000166,9/24/34,3000166,302,101 Random Rd.,2138.58
TX,El Paso,390.19,1000234,79999,Samantha,3000,May,22111.98,(915) 123-4567,234,9782,2000234,10/7/09,3000234,614,101 Random Rd.,2140.42
TX,El Paso,57.43,1000816,79999,Jennifer,300,Jones,12884.04,(915) 123-4567,816,2540,2000816,10/19/48,3000816,575,101 Random Rd.,1924.11
TX,El Paso,1197.05,1001036,79999,Cory,5700,Byrd,23213.63,(915) 123-4567,1036,8135,2001036,7/22/84,3001036,710,101 Random Rd.,2300.49
TX,El Paso,54.07,1000092,79999,Robert,300,Lyons,20708.28,(915) 123-4567,92,5993,2000092,4/6/21,3000092,382,101 Random Rd.,2438.84
TX,El Paso,30.86,1000568,79999,Martin,100,Edwards,14860.43,(915) 123-4567,568,6650,2000568,6/15/30,3000568,475,101 Random Rd.,1850.31
TX,El Paso,20.32,1000663,79999,Scott,200,Dunn,14433.57,(915) 123-4567,663,7658,2000663,10/10/82,3000663,456,101 Random Rd.,1768.8
TX,El Paso,2088.17,1000928,79999,Sarah,11600,Taylor,15457.94,(915) 123-4567,928,7174,2000928,8/31/64,3000928,788,101 Random Rd.,2219.82
TX,El Paso,574.13,1000222,79999,Kelly,4100,Yu,24582.63,(915) 123-4567,222,3733,2000222,4/15/83,3000222,615,101 Random Rd.,2052.16
TX,El Paso,216.18,1000075,79968,Franz,1800,Reyes,5632.68,(915) 747-5000,75,4100,2000075,10/4/59,3000075,652,500 W. University Ave.,2311.6
TX,El Paso,396.65,1000123,79999,Pamela,3300,Carter,7176.43,(915) 123-4567,123,5826,2000123,3/1/61,3000123,593,101 Random Rd.,2239.98
TX,El Paso,552.25,1000620,79999,Jared,2400,Perry,2676.01,(915) 123-4567,620,4217,2000620,7/28/58,3000620,611,101 Random Rd.,2251.84
TX,El Paso,72.53,1001011,79999,Mikayla,7200,Dennis,5124.56,(915) 123-4567,1011,9699,2001011,8/2/53,3001011,687,101 Random Rd.,1890.2
TX,El Paso,5104.18,1000401,79999,Ruben,17600,Edwards,22079.91,(915) 123-4567,401,4419,2000401,8/2/82,3000401,839,101 Random Rd.,1921.34
TX,El Paso,728.52,1000555,79999,Brittany,18200,Weaver,23166.94,(915) 123-4567,555,2110,2000555,5/20/84,3000555,826,101 Random Rd.,1735.2
TX,El Paso,1288.65,1000319,79999,Brian,4600,Jacobson,21661.07,(915) 123-4567,319,2352,2000319,11/6/50,3000319,659,101 Random Rd.,1577.71
TX,El Paso,14.91,1000512,79999,Colleen,700,Torres,14235.22,(915) 123-4567,512,2399,2000512,4/7/58,3000512,635,101 Random Rd.,1851.1
TX,El Paso,26.39,1000843,79999,Linda,200,Miller,10768.27,(915) 123-4567,843,2520,2000843,8/30/42,3000843,467,101 Random Rd.,2457.85
TX,El Paso,0.59,1000870,79999,Bryan,200,Wise,12046.41,(915) 123-4567,870,8901,2000870,12/18/68,3000870,466,101 Random Rd.,2476.04
TX,El Paso,238.98,1000447,79999,Jennifer,1400,Copeland,15546.13,(915) 123-4567,447,3835,2000447,11/24/17,3000447,630,101 Random Rd.,2265.33
TX,El Paso,29.68,1000546,79999,Courtney,100,Tran,23449.18,(915) 123-4567,546,9566,2000546,4/7/70,3000546,484,101 Random Rd.,2053.41
TX,El Paso,132.29,1000341,79999,Denise,600,Williams,1322.74,(915) 123-4567,341,5856,2000341,1/8/02,3000341,577,101 Random Rd.,1680.59
TX,El Paso,58.5,1000858,79999,Karl,200,Davis,22827.43,(915) 123-4567,858,1541,2000858,10/14/44,3000858,365,101 Random Rd.,2112.99
TX,El Paso,14.61,1000077,79968,Diego,100,Sanchez,22729.85,(915) 747-5000,77,8226,2000077,3/19/67,3000077,364,500 W. University Ave.,1536.58
TX,El Paso,44.36,1000416,79999,Nicole,200,Johnson,16239.61,(915) 123-4567,416,1526,2000416,8/16/96,3000416,541,101 Random Rd.,2146.32
TX,El Paso,81.32,1000137,79999,Christopher,300,Coleman,24934.66,(915) 123-4567,137,4628,2000137,2/25/31,3000137,527,101 Random Rd.,2056.65
TX,El Paso,2178.94,1000063,79968,Ulysses,9900,Martinez,5366.81,(915) 747-5000,63,4470,2000063,2/26/53,3000063,783,500 W. University Ave.,1987.08
TX,El Paso,60.34,1000363,79999,Christopher,200,Dominguez,1937.43,(915) 123-4567,363,1342,2000363,7/22/31,3000363,356,101 Random Rd.,2235.46
TX,El Paso,38.57,1000749,79999,Rebecca,200,Fisher,8179.29,(915) 123-4567,749,2120,2000749,3/26/21,3000749,526,101 Random Rd.,1963.67
CA,Anaheim,1056.07,1000015,92802,Peter,6600,Pan,19340.99,(714) 781-4636,15,8966,2000015,10/12/54,3000015,717,1313 Disneyland Dr.,1527.9
TX,El Paso,7.27,1000703,79999,Christopher,100,Davis,24532.13,(915) 123-4567,703,1989,2000703,6/19/64,3000703,385,101 Random Rd.,2212.9
TX,El Paso,54.01,1000904,79999,Melissa,300,Evans,2201.99,(915) 123-4567,904,2987,2000904,9/27/76,3000904,561,101 Random Rd.,1746.03
TX,El Paso,114.01,1000458,79999,Linda,3800,Alexander,4648.49,(915) 123-4567,458,9227,2000458,10/30/16,3000458,618,101 Random Rd.,1917.74
TX,El Paso,256.14,1000273,79999,Shannon,6400,Bennett,21999.79,(915) 123-4567,273,9300,2000273,2/8/20,3000273,706,101 Random Rd.,1804.77
TX,El Paso,960.39,1000316,79999,Brenda,4800,Douglas,11239.53,(915) 123-4567,316,1873,2000316,4/20/92,3000316,599,101 Random Rd.,1860.59
TX,El Paso,80.82,1000276,79999,Michael,500,Williams,11779.48,(915) 123-4567,276,7113,2000276,1/11/21,3000276,374,101 Random Rd.,2154.29
TX,El Paso,44.72,1000232,79999,Alexander,400,Kelly,15581.13,(915) 123-4567,232,8973,2000232,2/27/98,3000232,420,101 Random Rd.,2132.72
TX,El Paso,26.74,1000835,79999,Gary,100,Park,19173.76,(915) 123-4567,835,7514,2000835,4/6/63,3000835,450,101 Random Rd.,1913.71
TX,El Paso,504.68,1000398,79999,Scott,3600,Rose,22231.66,(915) 123-4567,398,6249,2000398,12/16/32,3000398,640,101 Random Rd.,1530.21
TX,El Paso,222.18,1000893,79999,Olivia,7400,Richardson,3935.06,(915) 123-4567,893,4215,2000893,6/13/19,3000893,686,101 Random Rd.,1995.83
TX,El Paso,2160.32,1000277,79999,Susan,8000,Garcia,14187.21,(915) 123-4567,277,9865,2000277,1/7/50,3000277,780,101 Random Rd.,1522.4
TX,El Paso,76.59,1000229,79999,Shannon,400,Avery,7434.03,(915) 123-4567,229,9775,2000229,12/30/53,3000229,486,101 Random Rd.,1689.61
TX,El Paso,36.56,1000115,79999,Douglas,400,Rodriguez,21471.18,(915) 123-4567,115,9360,2000115,7/4/83,3000115,353,101 Random Rd.,2310.71
TX,El Paso,84.81,1000877,79999,Kenneth,400,Boyd,17195.86,(915) 123-4567,877,6317,2000877,3/6/84,3000877,543,101 Random Rd.,2260.01
