ID,Pin,First Name,Last Name,Address,City,State,Zip,Phone Number,Date of Birth,Checking Account Number,Checking Balance,Savings Account Number,Savings Balance,Credit Account Number,Credit Balance,Credit Score,Credit Limit
341,8925,Denise,Williams,689,El Paso,TX,79999,(915) 123-4567,6/28/74,1000341,55293.26000000001,2000341,153149.15000000002,3000341,781.9800000000005,689,6600
342,5898,Jeffrey,Sloan,512,El Paso,TX,79999,(915) 123-4567,1/17/89,1000342,87894.14999999998,2000342,182427.41000000003,3000342,297.44,512,300
343,9699,Brian,Hayes,442,El Paso,TX,79999,(915) 123-4567,8/28/58,1000343,120760.0799999999,2000343,165089.26000000004,3000343,431.73999999999995,442,500
344,3747,Patricia,Glenn,722,El Paso,TX,79999,(915) 123-4567,12/6/64,1000344,97001.75000000003,2000344,139502.52000000005,3000344,515.5,722,5100
345,9996,Caroline,Torres,736,El Paso,TX,79999,(915) 123-4567,1/23/78,1000345,81939.78000000001,2000345,168753.09999999995,3000345,862.2200000000004,736,6700
346,7812,Benjamin,Johnson,707,El Paso,TX,79999,(915) 123-4567,9/4/47,1000346,115515.12999999992,2000346,133904.13,3000346,988.1900000000005,707,6300
347,3779,Christina,Wheeler,660,El Paso,TX,79999,(915) 123-4567,6/17/39,1000347,58727.430000000015,2000347,211144.90999999992,3000347,1350.4900000000005,660,4000
348,3122,Valerie,Moore,380,El Paso,TX,79999,(915) 123-4567,3/21/65,1000348,96002.78999999998,2000348,166013.65999999997,3000348,365.73000000000013,380,400
349,9972,Deborah,Hunt,445,El Paso,TX,79999,(915) 123-4567,3/30/89,1000349,85491.34999999992,2000349,160204.5900000001,3000349,399.08,445,400
350,4657,Sarah,Mosley,518,El Paso,TX,79999,(915) 123-4567,9/20/61,1000350,82655.61,2000350,194929.51000000007,3000350,199.59,518,200
351,6935,Donald,Haynes,724,El Paso,TX,79999,(915) 123-4567,1/10/80,1000351,73370.43000000004,2000351,170646.37000000005,3000351,977.7499999999997,724,6200
352,7778,Lisa,Brown,375,El Paso,TX,79999,(915) 123-4567,6/14/65,1000352,95032.92999999998,2000352,203301.2699999999,3000352,396.7799999999999,375,500
353,6671,Kenneth,Smith,601,El Paso,TX,79999,(915) 123-4567,4/5/98,1000353,53575.189999999966,2000353,141082.38000000003,3000353,918.4099999999994,601,3700
354,4865,Heidi,Barker,364,El Paso,TX,79999,(915) 123-4567,4/9/46,1000354,99587.22999999998,2000354,178703.04,3000354,598.0,364,600
355,8139,William,Wolf,718,El Paso,TX,79999,(915) 123-4567,12/10/62,1000355,57248.24999999997,2000355,169078.81,3000355,1251.8099999999995,718,7300
356,8413,Elizabeth,Cordova,781,El Paso,TX,79999,(915) 123-4567,1/16/99,1000356,78137.15000000002,2000356,157420.19000000006,3000356,3456.4099999999994,781,9100
357,8539,Christopher,Jones,385,El Paso,TX,79999,(915) 123-4567,11/25/79,1000357,67164.45000000006,2000357,186742.31999999998,3000357,277.95000000000005,385,300
358,3151,Robert,Wilson,459,El Paso,TX,79999,(915) 123-4567,3/14/87,1000358,66266.93,2000358,177208.65000000002,3000358,497.8800000000001,459,500
359,8436,Amber,Brown,723,El Paso,TX,79999,(915) 123-4567,8/11/02,1000359,114642.52,2000359,218965.37999999998,3000359,836.9300000000007,723,6900
360,9596,Antonio,Brooks,300,El Paso,TX,79999,(915) 123-4567,11/30/62,1000360,107794.35,2000360,218084.34,3000360,33.6099999999999,300,600
361,1534,Dakota,Bender,790,El Paso,TX,79999,(915) 123-4567,5/9/99,1000361,67482.93,2000361,132024.9,3000361,2251.1499999999983,790,14800
362,1186,Kevin,Swanson,464,El Paso,TX,79999,(915) 123-4567,9/3/52,1000362,104360.6,2000362,177008.73999999993,3000362,475.23999999999984,464,600
363,1104,Christopher,Dominguez,753,El Paso,TX,79999,(915) 123-4567,11/26/10,1000363,60901.06000000002,2000363,164589.41000000003,3000363,1320.09,753,15100
364,2870,Peggy,Murphy,455,El Paso,TX,79999,(915) 123-4567,2/12/93,1000364,84682.93,2000364,154798.96999999997,3000364,95.41,455,100
365,1764,Edward,Johnson,692,El Paso,TX,79999,(915) 123-4567,8/24/75,1000365,81176.77000000002,2000365,164306.59000000003,3000365,977.4800000000002,692,6600
366,2415,Misty,Horton,482,El Paso,TX,79999,(915) 123-4567,4/6/92,1000366,72319.23999999999,2000366,161569.43999999997,3000366,598.33,482,600
367,2269,Christopher,Foster,314,El Paso,TX,79999,(915) 123-4567,1/8/79,1000367,70509.59000000003,2000367,165562.83,3000367,64.44999999999996,314,100
368,8171,Carrie,Bennett,316,El Paso,TX,79999,(915) 123-4567,3/28/32,1000368,80061.97999999997,2000368,184803.79999999996,3000368,484.9200000000001,316,500
369,2190,Natasha,Wheeler,439,El Paso,TX,79999,(915) 123-4567,12/14/30,1000369,109531.16000000002,2000369,150530.09,3000369,255.16000000000003,439,300
370,4819,Angel,Joseph,403,El Paso,TX,79999,(915) 123-4567,4/24/77,1000370,82516.33,2000370,169828.88999999998,3000370,573.4400000000002,403,600
371,8720,Daniel,Foster,400,El Paso,TX,79999,(915) 123-4567,7/29/41,1000371,52065.840000000004,2000371,200351.99000000017,3000371,22.340000000000032,400,400
372,4604,Rhonda,Kane,675,El Paso,TX,79999,(915) 123-4567,6/16/68,1000372,83900.06000000003,2000372,216802.65999999992,3000372,1045.72,675,7000
373,9680,Jeffrey,Gonzalez,529,El Paso,TX,79999,(915) 123-4567,2/27/95,1000373,100383.10000000005,2000373,179351.50000000003,3000373,357.75,529,500
374,2698,Jeremiah,Williamson,415,El Paso,TX,79999,(915) 123-4567,6/15/55,1000374,74874.74000000006,2000374,170181.91,3000374,488.1200000000001,415,500
375,6194,Dean,Smith,446,El Paso,TX,79999,(915) 123-4567,12/31/18,1000375,70167.58999999997,2000375,205953.39000000004,3000375,296.9099999999999,446,300
376,1995,Lisa,Stafford,790,El Paso,TX,79999,(915) 123-4567,7/1/02,1000376,72475.57000000004,2000376,176456.46000000005,3000376,1332.47,790,7600
377,4902,Travis,Ruiz,768,El Paso,TX,79999,(915) 123-4567,7/2/55,1000377,87738.96,2000377,182998.64000000004,3000377,655.6700000000001,768,9500
378,6313,Mary,Stevens,538,El Paso,TX,79999,(915) 123-4567,12/27/87,1000378,80066.74000000005,2000378,210925.08999999988,3000378,147.11,538,500
379,8302,Shane,Arnold,449,El Paso,TX,79999,(915) 123-4567,2/24/77,1000379,54703.969999999936,2000379,174497.83000000005,3000379,299.31,449,300
380,1561,Teresa,Jacobs,620,El Paso,TX,79999,(915) 123-4567,5/7/80,1000380,92789.39999999998,2000380,154343.80000000005,3000380,1186.1000000000001,620,4200
381,5760,Joshua,Meadows,698,El Paso,TX,79999,(915) 123-4567,9/5/29,1000381,72018.25999999995,2000381,185310.04000000004,3000381,436.8399999999997,698,5100
382,8871,Thomas,Elliott,525,El Paso,TX,79999,(915) 123-4567,11/13/18,1000382,86515.61000000007,2000382,179302.0299999999,3000382,497.45,525,500
383,2328,Elizabeth,Alvarez,641,El Paso,TX,79999,(915) 123-4567,6/13/49,1000383,71287.45999999998,2000383,146905.44999999995,3000383,743.2000000000003,641,4400
384,9325,Alicia,Jenkins,775,El Paso,TX,79999,(915) 123-4567,1/18/46,1000384,105081.87000000004,2000384,176815.59,3000384,73.85999999999979,775,11600
385,4831,Jacob,Williams,570,El Paso,TX,79999,(915) 123-4567,10/19/86,1000385,94016.95999999999,2000385,128640.04,3000385,494.28,570,500
386,1564,Michele,Cummings,653,El Paso,TX,79999,(915) 123-4567,4/25/39,1000386,84319.79,2000386,162353.78,3000386,693.9999999999999,653,700
387,6387,Craig,Oconnell,341,El Paso,TX,79999,(915) 123-4567,5/24/48,1000387,89788.42999999998,2000387,161641.44,3000387,398.74000000000007,341,400
388,5111,Joseph,Brooks,363,El Paso,TX,79999,(915) 123-4567,12/20/63,1000388,64027.97000000001,2000388,122123.81999999998,3000388,411.66999999999996,363,500
389,9231,Anthony,Hardin,840,El Paso,TX,79999,(915) 123-4567,12/12/53,1000389,64298.31,2000389,163783.45999999996,3000389,1243.7500000000007,840,18800
390,3278,Norman,Freeman,761,El Paso,TX,79999,(915) 123-4567,3/16/58,1000390,107979.82000000007,2000390,170993.31000000006,3000390,212.1599999999999,761,11100
391,7472,Devin,Diaz,356,El Paso,TX,79999,(915) 123-4567,3/23/96,1000391,118320.64000000004,2000391,192021.19000000006,3000391,397.05999999999995,356,400
392,2713,Donna,Travis,368,El Paso,TX,79999,(915) 123-4567,8/15/54,1000392,79645.1,2000392,204184.25000000003,3000392,420.0200000000001,368,500
393,2466,Tanya,Kent,646,El Paso,TX,79999,(915) 123-4567,5/2/35,1000393,78997.68000000001,2000393,144284.65000000002,3000393,605.2299999999997,646,4900
394,7347,Keith,Ellis,456,El Paso,TX,79999,(915) 123-4567,9/30/81,1000394,64345.95999999997,2000394,158669.86000000002,3000394,398.15,456,400
395,9932,Anthony,Sims,590,El Paso,TX,79999,(915) 123-4567,7/16/05,1000395,88189.75000000001,2000395,148020.56,3000395,1776.5400000000006,590,4500
396,3525,Krystal,Thompson,320,El Paso,TX,79999,(915) 123-4567,12/18/35,1000396,74643.23999999996,2000396,174805.5399999999,3000396,199.13,320,200
397,4894,Benjamin,Ramirez,698,El Paso,TX,79999,(915) 123-4567,6/20/14,1000397,78361.56,2000397,153209.29999999996,3000397,558.8800000000007,698,6300
398,4244,Scott,Rose,757,El Paso,TX,79999,(915) 123-4567,3/3/62,1000398,95203.98000000005,2000398,179369.79000000004,3000398,2884.2999999999997,757,13400
399,3606,Jessica,Fernandez,594,El Paso,TX,79999,(915) 123-4567,10/13/87,1000399,70159.29000000001,2000399,161113.39999999994,3000399,2997.4300000000007,594,3300
400,1641,Michael,Castillo,359,El Paso,TX,79999,(915) 123-4567,7/22/78,1000400,72332.48999999999,2000400,168603.30000000005,3000400,596.1700000000002,359,600
401,5192,Ruben,Edwards,615,El Paso,TX,79999,(915) 123-4567,12/7/76,1000401,42183.38999999997,2000401,170915.36000000002,3000401,942.0199999999987,615,4800
402,7812,Ashley,Wilcox,633,El Paso,TX,79999,(915) 123-4567,10/4/91,1000402,63841.57999999999,2000402,163844.65,3000402,404.8599999999996,633,3900
403,5364,Allison,Cross,643,El Paso,TX,79999,(915) 123-4567,5/20/91,1000403,33194.88000000002,2000403,154551.38000000003,3000403,323.2700000000001,643,4900
404,1558,Anita,Stein,313,El Paso,TX,79999,(915) 123-4567,5/17/48,1000404,37662.05999999999,2000404,155981.21999999997,3000404,168.91000000000003,313,200
405,8594,Sean,Hull,324,El Paso,TX,79999,(915) 123-4567,3/20/68,1000405,92162.34999999999,2000405,148372.78,3000405,99.07,324,100
406,8943,Ricardo,Rodriguez,830,El Paso,TX,79999,(915) 123-4567,7/26/68,1000406,80242.26999999997,2000406,173681.70000000007,3000406,1343.5299999999997,830,17000
407,1150,David,Soto,607,El Paso,TX,79999,(915) 123-4567,3/8/53,1000407,80350.56000000007,2000407,126933.09,3000407,970.3299999999999,607,1200
408,3729,Kayla,Mahoney,433,El Paso,TX,79999,(915) 123-4567,12/8/38,1000408,100678.57999999999,2000408,176388.62999999995,3000408,98.72000000000001,433,100
409,9741,Ray,Huynh,330,El Paso,TX,79999,(915) 123-4567,12/11/47,1000409,78723.47999999997,2000409,182718.59999999995,3000409,297.3500000000001,330,300
410,2248,Terri,Mendez,494,El Paso,TX,79999,(915) 123-4567,7/13/00,1000410,86796.04000000002,2000410,138952.86000000004,3000410,299.44000000000005,494,300
411,8789,Rachel,Roberson,631,El Paso,TX,79999,(915) 123-4567,1/8/34,1000411,108765.04000000001,2000411,179042.06000000003,3000411,3187.33,631,3200
412,3798,Zachary,Tran,687,El Paso,TX,79999,(915) 123-4567,5/11/40,1000412,66727.80999999998,2000412,198332.00999999992,3000412,1251.800000000001,687,5600
413,7712,John,White,849,El Paso,TX,79999,(915) 123-4567,8/11/47,1000413,81523.09000000001,2000413,148749.72000000003,3000413,1221.4599999999991,849,22500
414,9310,Philip,Collins,780,El Paso,TX,79999,(915) 123-4567,11/21/20,1000414,95393.28,2000414,154688.27999999994,3000414,1218.27,780,15600
415,3142,Hunter,Moore,695,El Paso,TX,79999,(915) 123-4567,3/14/07,1000415,92509.72000000002,2000415,130817.81999999993,3000415,243.48000000000022,695,6500
416,4443,Nicole,Johnson,720,El Paso,TX,79999,(915) 123-4567,2/22/57,1000416,62474.1,2000416,159550.63999999998,3000416,873.5200000000002,720,5400
417,8991,Adam,Bass,356,El Paso,TX,79999,(915) 123-4567,7/30/79,1000417,75437.60000000002,2000417,154848.56999999998,3000417,476.61,356,600
418,7572,Lisa,Spencer,416,El Paso,TX,79999,(915) 123-4567,4/13/71,1000418,77936.17000000001,2000418,181766.26999999987,3000418,599.4200000000001,416,600
419,2305,Justin,Martinez,850,El Paso,TX,79999,(915) 123-4567,3/23/08,1000419,111874.49000000005,2000419,161198.02000000002,3000419,1081.7099999999991,850,20600
420,8621,Anthony,Hunter,721,El Paso,TX,79999,(915) 123-4567,9/6/04,1000420,78087.66999999998,2000420,206633.74000000008,3000420,1468.0400000000002,721,7300
421,4221,Doris,Moore,641,El Paso,TX,79999,(915) 123-4567,1/26/65,1000421,43638.329999999994,2000421,181470.4699999999,3000421,269.35999999999973,641,1400
422,4159,Elizabeth,Cruz,626,El Paso,TX,79999,(915) 123-4567,11/13/46,1000422,91955.90000000002,2000422,176102.30000000002,3000422,635.299999999999,626,3000
423,5415,Randy,Keller,370,El Paso,TX,79999,(915) 123-4567,5/8/64,1000423,108155.21000000004,2000423,193176.40000000005,3000423,399.02000000000004,370,400
424,9633,Brandon,Neal,767,El Paso,TX,79999,(915) 123-4567,7/13/88,1000424,52019.57999999999,2000424,142734.88999999996,3000424,1453.8100000000006,767,8800
425,4461,Mark,Lamb,541,El Paso,TX,79999,(915) 123-4567,4/24/89,1000425,129257.94999999991,2000425,142864.05000000002,3000425,98.90000000000002,541,100
426,6606,Tiffany,May,844,El Paso,TX,79999,(915) 123-4567,4/14/44,1000426,81292.15,2000426,187687.12000000005,3000426,1196.2000000000003,844,23700
427,9852,Krista,Blake,470,El Paso,TX,79999,(915) 123-4567,1/7/28,1000427,132055.04999999996,2000427,140758.41999999993,3000427,199.51000000000002,470,200
428,4314,John,Morris,738,El Paso,TX,79999,(915) 123-4567,6/11/96,1000428,125160.77999999997,2000428,163512.9199999999,3000428,968.2800000000004,738,7000
429,5399,Jill,Solis,641,El Paso,TX,79999,(915) 123-4567,10/16/36,1000429,59259.13999999998,2000429,184006.37000000002,3000429,915.0799999999999,641,3600
430,8351,Emma,Padilla,836,El Paso,TX,79999,(915) 123-4567,7/1/75,1000430,91428.11000000002,2000430,193220.47999999992,3000430,1065.0499999999995,836,16500
431,4239,Becky,Gray,690,El Paso,TX,79999,(915) 123-4567,9/23/71,1000431,47056.759999999995,2000431,193028.30000000008,3000431,370.96000000000055,690,6600
432,4817,Rita,Owens,717,El Paso,TX,79999,(915) 123-4567,5/25/07,1000432,89377.51,2000432,184433.45,3000432,1105.4900000000002,717,7300
433,3553,Kristina,Patrick,563,El Paso,TX,79999,(915) 123-4567,7/13/84,1000433,108198.60999999997,2000433,153290.81,3000433,493.1800000000001,563,500
434,4932,Raymond,Woodward,314,El Paso,TX,79999,(915) 123-4567,11/14/73,1000434,78620.08000000005,2000434,217825.85000000003,3000434,98.08,314,100
435,7990,Rebecca,Brown,696,El Paso,TX,79999,(915) 123-4567,3/9/55,1000435,71024.01999999999,2000435,187943.14,3000435,1235.8700000000006,696,6200
436,4356,Samantha,Thomas,796,El Paso,TX,79999,(915) 123-4567,11/17/67,1000436,57710.11999999997,2000436,156194.72000000003,3000436,816.9900000000002,796,14700
437,5448,Patrick,Larsen,413,El Paso,TX,79999,(915) 123-4567,4/2/13,1000437,91238.2699999999,2000437,185874.4699999999,3000437,197.45999999999998,413,200
438,8198,Emily,Brady,334,El Paso,TX,79999,(915) 123-4567,10/22/18,1000438,73518.18999999993,2000438,149243.65999999997,3000438,545.8999999999997,334,600
439,6151,April,Turner,628,El Paso,TX,79999,(915) 123-4567,12/24/85,1000439,75763.56000000001,2000439,151462.7399999999,3000439,695.1899999999999,628,3300
440,2920,Steven,Cabrera,358,El Paso,TX,79999,(915) 123-4567,1/5/84,1000440,135904.97999999998,2000440,188220.5,3000440,186.20000000000005,358,200
441,8178,Michael,Murray,382,El Paso,TX,79999,(915) 123-4567,2/24/87,1000441,74044.14999999998,2000441,132274.43000000005,3000441,485.65,382,500
442,9996,Gregory,Carr,755,El Paso,TX,79999,(915) 123-4567,7/27/42,1000442,60265.74000000003,2000442,157060.97,3000442,3045.8099999999995,755,9100
443,1835,David,Davila,583,El Paso,TX,79999,(915) 123-4567,9/22/77,1000443,62865.59000000004,2000443,172359.19000000003,3000443,191.28999999999957,583,4800
444,9435,Brandon,Smith,303,El Paso,TX,79999,(915) 123-4567,5/16/02,1000444,65445.579999999965,2000444,160113.23000000007,3000444,299.38,303,300
445,6771,Ryan,Wilkins,430,El Paso,TX,79999,(915) 123-4567,3/12/93,1000445,130470.51999999987,2000445,162242.55,3000445,571.01,430,600
446,2419,Jon,Lopez,360,El Paso,TX,79999,(915) 123-4567,10/29/16,1000446,60172.49,2000446,180664.28,3000446,193.47000000000003,360,200
447,5899,Jennifer,Copeland,639,El Paso,TX,79999,(915) 123-4567,2/17/42,1000447,81810.76000000004,2000447,178842.28000000006,3000447,925.1200000000005,639,2200
448,8327,Alexis,Shea,673,El Paso,TX,79999,(915) 123-4567,9/17/32,1000448,47079.49000000002,2000448,155797.21,3000448,2867.1499999999996,673,5700
449,3726,Gerald,Baker,345,El Paso,TX,79999,(915) 123-4567,12/12/47,1000449,72472.42,2000449,154449.82,3000449,272.8499999999998,345,600
450,5124,Tara,Rodriguez,389,El Paso,TX,79999,(915) 123-4567,4/3/04,1000450,87710.04999999999,2000450,197979.2299999999,3000450,338.58000000000004,389,400
451,1946,Jerry,Hampton,615,El Paso,TX,79999,(915) 123-4567,3/30/46,1000451,64794.740000000034,2000451,198887.17,3000451,692.9800000000002,615,700
452,4130,Ray,Booth,456,El Paso,TX,79999,(915) 123-4567,2/10/16,1000452,91866.51999999993,2000452,158820.17000000007,3000452,594.0600000000001,456,600
453,6421,Michelle,Sexton,410,El Paso,TX,79999,(915) 123-4567,9/12/37,1000453,104033.63999999998,2000453,153727.96000000008,3000453,98.58,410,100
454,8722,Kayla,Morgan,721,El Paso,TX,79999,(915) 123-4567,3/9/19,1000454,94408.19000000005,2000454,164445.60000000006,3000454,1086.8600000000001,721,6500
455,8161,Deborah,Scott,750,El Paso,TX,79999,(915) 123-4567,2/14/15,1000455,138433.41,2000455,193034.14,3000455,846.2800000000007,750,9900
456,3694,Trevor,Young,814,El Paso,TX,79999,(915) 123-4567,8/20/59,1000456,119321.19999999995,2000456,195768.49,3000456,580.1000000000004,814,17600
457,7635,Philip,Chaney,365,El Paso,TX,79999,(915) 123-4567,11/1/98,1000457,87235.32000000002,2000457,171896.53000000003,3000457,596.87,365,600
458,6927,Linda,Alexander,387,El Paso,TX,79999,(915) 123-4567,4/24/88,1000458,87179.01000000001,2000458,175073.91999999993,3000458,194.35000000000002,387,200
459,9468,Jason,Skinner,791,El Paso,TX,79999,(915) 123-4567,10/26/36,1000459,42155.48999999997,2000459,166529.83,3000459,527.37,791,11500
460,2319,Anthony,Dalton,359,El Paso,TX,79999,(915) 123-4567,6/20/00,1000460,67176.53000000001,2000460,193309.26,3000460,599.8499999999999,359,600
461,2687,Kevin,Larson,662,El Paso,TX,79999,(915) 123-4567,5/27/86,1000461,61902.09,2000461,158738.23,3000461,428.2900000000003,662,1300
462,2444,Alexandra,Fox,772,El Paso,TX,79999,(915) 123-4567,6/22/54,1000462,89203.40000000008,2000462,150670.90999999997,3000462,1219.4899999999998,772,14000
463,7819,Gary,Miller,498,El Paso,TX,79999,(915) 123-4567,7/7/62,1000463,125133.63000000002,2000463,179393.55,3000463,289.0200000000001,498,300
464,1474,Crystal,Rice,352,El Paso,TX,79999,(915) 123-4567,9/28/73,1000464,82748.02000000005,2000464,168324.57999999996,3000464,496.70000000000005,352,500
465,3952,George,Wood,779,El Paso,TX,79999,(915) 123-4567,9/4/48,1000465,56539.77000000004,2000465,153635.65000000002,3000465,1280.8299999999997,779,9100
466,5369,Christopher,Raymond,484,El Paso,TX,79999,(915) 123-4567,3/14/16,1000466,63139.390000000036,2000466,143462.02000000005,3000466,336.6700000000001,484,500
467,8345,Wendy,Stanton,652,El Paso,TX,79999,(915) 123-4567,1/16/69,1000467,50129.02999999999,2000467,164064.94000000006,3000467,1160.2399999999998,652,3000
468,3746,Theresa,Hardy,811,El Paso,TX,79999,(915) 123-4567,8/15/67,1000468,72398.86999999994,2000468,182109.34000000003,3000468,913.2300000000008,811,24100
469,6281,Barbara,Jones,451,El Paso,TX,79999,(915) 123-4567,12/14/38,1000469,56851.889999999956,2000469,159951.2000000001,3000469,554.0600000000004,451,600
470,1842,Alyssa,Reese,684,El Paso,TX,79999,(915) 123-4567,5/20/91,1000470,101694.53999999998,2000470,179295.78999999998,3000470,301.4199999999999,684,5100
471,4873,Eric,Ramos,779,El Paso,TX,79999,(915) 123-4567,3/4/05,1000471,66065.15000000001,2000471,172412.67999999996,3000471,674.7599999999994,779,13500
472,3121,Brian,Lopez,571,El Paso,TX,79999,(915) 123-4567,2/15/94,1000472,81222.79999999989,2000472,134592.91999999998,3000472,496.02000000000004,571,500
473,2598,Angela,Mcintyre,742,El Paso,TX,79999,(915) 123-4567,11/9/67,1000473,79479.03999999996,2000473,205673.43999999997,3000473,681.9500000000002,742,11500
474,1126,Doris,Mercado,474,El Paso,TX,79999,(915) 123-4567,10/1/43,1000474,71303.21999999996,2000474,190995.16,3000474,397.0900000000001,474,400
475,1143,Terri,Strickland,354,El Paso,TX,79999,(915) 123-4567,1/26/09,1000475,135032.16000000003,2000475,158524.06000000008,3000475,197.72,354,200
476,1684,Amy,Rodriguez,713,El Paso,TX,79999,(915) 123-4567,8/28/58,1000476,95060.01999999993,2000476,182362.36999999997,3000476,254.20000000000027,713,5800
477,8360,Thomas,Bonilla,780,El Paso,TX,79999,(915) 123-4567,1/17/05,1000477,68514.58999999997,2000477,171706.52000000002,3000477,1070.4,780,14200
478,2788,Wesley,Lambert,320,El Paso,TX,79999,(915) 123-4567,4/1/38,1000478,49890.71999999998,2000478,183568.15999999997,3000478,399.33000000000004,320,400
479,3134,Kelly,Bell,779,El Paso,TX,79999,(915) 123-4567,6/24/05,1000479,77853.40999999996,2000479,156478.83000000002,3000479,893.0499999999996,779,10700
480,2448,Michelle,Wood,828,El Paso,TX,79999,(915) 123-4567,8/4/57,1000480,87964.98000000003,2000480,177963.62,3000480,1192.61,828,18700
481,3161,Derek,Irwin,520,El Paso,TX,79999,(915) 123-4567,10/20/39,1000481,98435.61000000003,2000481,226180.93999999997,3000481,497.01,520,500
482,6735,Brandi,Gordon,669,El Paso,TX,79999,(915) 123-4567,5/30/84,1000482,69676.23,2000482,192638.51,3000482,443.9500000000008,669,1500
483,7358,Julian,Gutierrez,692,El Paso,TX,79999,(915) 123-4567,2/13/79,1000483,94948.37,2000483,150467.54999999996,3000483,718.3400000000001,692,7200
484,8954,Samantha,Cooper,497,El Paso,TX,79999,(915) 123-4567,9/29/21,1000484,100430.31999999998,2000484,171568.13000000006,3000484,391.79,497,400
485,8161,Kevin,Gould,767,El Paso,TX,79999,(915) 123-4567,11/23/31,1000485,58363.909999999996,2000485,177560.84,3000485,972.4799999999992,767,12600
486,2609,Michael,Fox,604,El Paso,TX,79999,(915) 123-4567,11/4/16,1000486,64453.26000000005,2000486,169299.24,3000486,1468.8399999999997,604,2800
487,7836,Steven,Owens,690,El Paso,TX,79999,(915) 123-4567,10/1/10,1000487,78304.36999999998,2000487,159085.89000000007,3000487,548.46,690,6800
488,7215,Amber,Sellers,362,El Paso,TX,79999,(915) 123-4567,7/15/56,1000488,76139.55999999994,2000488,164138.78000000003,3000488,298.56,362,300
489,1712,Jose,Evans,697,El Paso,TX,79999,(915) 123-4567,8/18/68,1000489,112017.22000000002,2000489,166099.76999999993,3000489,2525.2599999999998,697,5500
490,7823,Jessica,Anderson,700,El Paso,TX,79999,(915) 123-4567,1/2/62,1000490,53881.90999999999,2000490,154211.45,3000490,2412.7699999999995,700,5200
491,6983,Joe,Cochran,535,El Paso,TX,79999,(915) 123-4567,4/23/37,1000491,87303.62999999992,2000491,152820.21,3000491,393.94,535,400
492,1472,Michael,Robinson,847,El Paso,TX,79999,(915) 123-4567,6/1/32,1000492,79520.06,2000492,157931.70000000004,3000492,626.2900000000003,847,19100
493,5145,Matthew,Porter,627,El Paso,TX,79999,(915) 123-4567,8/25/20,1000493,101715.49,2000493,194122.83,3000493,471.0500000000002,627,2700
494,6224,Angel,Barber,490,El Paso,TX,79999,(915) 123-4567,8/14/71,1000494,66602.09000000001,2000494,169631.98999999996,3000494,335.21,490,400
495,8443,Darlene,Shaw,426,El Paso,TX,79999,(915) 123-4567,4/29/81,1000495,86435.19999999997,2000495,189827.17999999993,3000495,198.25,426,200
496,4165,Gabriel,Hansen,498,El Paso,TX,79999,(915) 123-4567,2/16/56,1000496,89737.42000000001,2000496,169970.0599999999,3000496,96.70999999999998,498,100
497,9979,Brittany,Nielsen,687,El Paso,TX,79999,(915) 123-4567,9/29/45,1000497,96013.26,2000497,154853.88,3000497,924.4399999999994,687,5600
498,6916,Jessica,Frye,738,El Paso,TX,79999,(915) 123-4567,3/31/50,1000498,29618.270000000033,2000498,174513.41000000012,3000498,524.4299999999998,738,7400
499,7372,Bruce,Clark,531,El Paso,TX,79999,(915) 123-4567,10/5/65,1000499,64210.039999999986,2000499,145334.4500000001,3000499,80.42999999999995,531,200
500,2429,Justin,Davis,714,El Paso,TX,79999,(915) 123-4567,4/16/68,1000500,86390.00000000004,2000500,175580.87,3000500,1493.1700000000005,714,6100
501,6788,Louis,Boone,816,El Paso,TX,79999,(915) 123-4567,9/4/18,1000501,87141.10000000002,2000501,144940.25999999998,3000501,632.7999999999994,816,21600
502,5970,Amy,Mcpherson,357,El Paso,TX,79999,(915) 123-4567,7/13/08,1000502,69657.29,2000502,135241.07,3000502,35.22000000000007,357,200
503,3418,Debra,Blackwell,775,El Paso,TX,79999,(915) 123-4567,10/12/86,1000503,93247.55999999995,2000503,172823.14,3000503,23.77000000000002,775,9900
504,6704,Angela,Lang,648,El Paso,TX,79999,(915) 123-4567,8/9/35,1000504,50573.98999999999,2000504,171211.24,3000504,582.5199999999999,648,1800
505,3901,Danielle,Dorsey,511,El Paso,TX,79999,(915) 123-4567,12/17/01,1000505,60266.84000000002,2000505,157031.93000000008,3000505,396.59999999999997,511,400
506,5198,Hannah,Maldonado,573,El Paso,TX,79999,(915) 123-4567,11/20/68,1000506,82553.23000000003,2000506,200382.7,3000506,389.26000000000005,573,400
507,9820,Michaela,Miranda,322,El Paso,TX,79999,(915) 123-4567,10/26/02,1000507,107316.92999999996,2000507,170122.1499999999,3000507,399.30000000000007,322,400
508,9780,Tami,Weaver,626,El Paso,TX,79999,(915) 123-4567,5/10/14,1000508,90652.16999999997,2000508,130876.39999999994,3000508,1120.5000000000002,626,3700
509,8281,Edward,Jackson,471,El Paso,TX,79999,(915) 123-4567,3/15/77,1000509,100141.16000000008,2000509,189865.08,3000509,274.6599999999999,471,500
510,7430,Steven,Hernandez,378,El Paso,TX,79999,(915) 123-4567,2/9/63,1000510,67282.47000000002,2000510,163448.75999999998,3000510,199.34000000000006,378,200
511,7857,Mary,Chapman,838,El Paso,TX,79999,(915) 123-4567,6/25/06,1000511,93184.01999999997,2000511,220108.71999999994,3000511,191.80000000000013,838,23700
